VidhuG,1,9080,0,,,0,0,0,none,0,y,no robot present,0.0s,b'robot not present'
CharlieK,1,8749,8,,,4,0,0,none,1,y,They just stopped moving after shooting in auto for a solid 20-30 seconds,0.0s,"b""The robot just like froze in place for a solid 20 to 30 seconds after it shot in auto, looked like a failure. They did recover though eventually seemingly on their own. Pretty consistent shooting from what I've seen. No climbing at all."""
JeremiahX,1,10518,0,,,0,0,0,none,0,y,The robot basically didn't move the whole match,0.0s,"b'The robot pretty much just stayed in the same position the whole time, not doing a single thing'"
EstherK,3,2881,2,"[{""x"":99,""y"":271,""t"":1766685669},{""x"":87,""y"":252,""t"":1766685692},{""x"":72,""y"":263,""t"":1766685766}]","{""R1"":0,""R2"":0,""R3"":3,""R4"":0,""B1"":0,""B2"":0,""B3"":0,""B4"":0}",4,0,0,"89,423",0,,0.4s,b'Shot and climbed at around the location. Super consistent shooting- only missed a few times when the fuel hit the net and went under. Had one fuel stuck in the intake at the end of auto and beginning of teleop but recovered quickly.'
AyanI,3,2789,0,"[{""x"":164,""y"":102,""t"":1747995500},{""x"":104,""y"":203,""t"":1747995564},{""x"":130,""y"":200,""t"":1747995604},{""x"":132,""y"":210,""t"":1747995775}]","{""R1"":0,""R2"":2,""R3"":2,""R4"":0,""B1"":0,""B2"":0,""B3"":0,""B4"":0}",6,0,0,none,0,y,shooter,0.0s,"b'slow intake that collects a total of round 15 balls max over 30-40 seonds. Its had truble going over hub with full hopper. no auto. shooter was getting better over time, but had problems initialy.'"
VidhuG,3,2689,1,"[{""x"":672,""y"":96,""t"":1766683901}]","{""R1"":0,""R2"":0,""R3"":0,""R4"":0,""B1"":1,""B2"":0,""B3"":0,""B4"":0}",9,0,0,none,0,,14.9s,b''
MichaelW,3,9506,2,"[{""x"":689,""y"":266,""t"":1772816403}]","{""R1"":0,""R2"":0,""R3"":0,""R4"":0,""B1"":0,""B2"":0,""B3"":1,""B4"":0}",25,0,0,none,0,,0.0s,"b'tends to miss, struggles to traverse over the bump'"
JeremiahX,3,5103,1,,,8,0,0,none,0,,0.0s,b'Seemed to have issues lining up with the shooter'
MichaelW,4,5986,0,,,0,0,0,none,0,y,"Got stuck on the bump, comms failed?",0.0s,b''
VidhuG,4,8769,0,"[{""x"":708,""y"":324,""t"":1766684495}]","{""R1"":0,""R2"":0,""R3"":0,""R4"":0,""B1"":0,""B2"":0,""B3"":0,""B4"":1}",10,0,0,none,0,,0.0s,b''
JeremiahX,4,11178,2,,,4,0,0,none,0,,0.0s,b''
EstherK,4,9418,0,"[{""x"":125,""y"":266,""t"":1766686273},{""x"":121,""y"":277,""t"":1766686358}]","{""R1"":0,""R2"":0,""R3"":2,""R4"":0,""B1"":0,""B2"":0,""B3"":0,""B4"":0}",17,1,0,none,0,,0.0s,"b""Moved 1 foot in auto. Had lots of trouble with shooting (would line up and not do anything). Sometimes in the middle of the field and wouldn't move. """
AyanI,4,7125,0,,,0,6,0,none,0,,0.0s,"b'No auto, the storage maxes out at 15. passes 1 at a time. bad aim.'"
CharlieK,4,436,0,"[{""x"":173,""y"":102,""t"":1772816817},{""x"":161,""y"":122,""t"":1772816817},{""x"":154,""y"":107,""t"":1772816818},{""x"":126,""y"":127,""t"":1772816821},{""x"":110,""y"":66,""t"":1772816888}]","{""R1"":1,""R2"":4,""R3"":0,""R4"":0,""B1"":0,""B2"":0,""B3"":0,""B4"":0}",8,0,0,none,0,y,Beached on fuel at one point,0.0s,"b""The robot seems to be tippable. It got beached while driving in the Neutral Zone and stayed like that for 10-20 seconds. Required two robots to become unbeached. Shooting was spontaneous, didn't shoot constantly in a stream or consistently. """
VidhuG,5,9786,0,,,0,0,0,none,0,y,think technical difficulties- didn't move for the whole duration of the match,0.0s,b''
AyanI,5,4364,0,,,0,0,y,0,none,2,,0.0s,b'pushbot kept getting fouls for going under hub and catching fuel. barely good defense.'
EstherK,5,624,3,"[{""x"":103,""y"":272,""t"":1766687060},{""x"":101,""y"":304,""t"":1766687061},{""x"":145,""y"":316,""t"":1766687064}]","{""R1"":0,""R2"":0,""R3"":1,""R4"":2,""B1"":0,""B2"":0,""B3"":0,""B4"":0}",9,3,0,none,0,,0.0s,"b'In the second half of teleop, a giant piece of the robot fell out past the bumpers (still attached). Robot ceased movement and scoring after that. Before then, cycle times were quick, especially when intaking fuel. High shooting speed.'"
CharlieK,5,2468,0,"[{""x"":141,""y"":295,""t"":1772817308},{""x"":187,""y"":164,""t"":1772817310},{""x"":166,""y"":231,""t"":1772817337}]","{""R1"":0,""R2"":1,""R3"":2,""R4"":0,""B1"":0,""B2"":0,""B3"":0,""B4"":0}",16,0,0,none,1,,0.0s,"b'They got a foul for touching Apprentice while they were climbing. Lots of balls per second in shooter, they made it rain. Good intaking and shooting overall. Moved swiftly and got a really high accuracy overall.'"
JeremiahX,5,2687,1,,,7,0,y,0,none,0,,0.0s,b''
MichaelW,5,6526,5,,,19,1,0,none,0,,0.0s,"b'slow driving, '"
VidhuG,6,9506,2,,,17,2,0,none,0,,0.0s,b''
MichaelW,6,10014,0,"[{""x"":606,""y"":202,""t"":1772818097}]","{""R1"":0,""R2"":0,""R3"":0,""R4"":0,""B1"":0,""B2"":0,""B3"":1,""B4"":0}",25,0,0,none,0,y,got stuck on the bump trying to save other person,0.0s,"b'shooter is so innacurate, intake seems to jam, driver seems to not be that great'"
JeremiahX,6,3240,0,,,0,0,0,none,0,,0.0s,"b""The robot didn't move during auto, and it got stuck (presumably on a fuel) for most of teleop. After getting unstuck, it seemed to either not be able to shoot or have aiming issues."""
EstherK,6,418,0,"[{""x"":127,""y"":286,""t"":1766687524},{""x"":121,""y"":247,""t"":1766687561}]","{""R1"":0,""R2"":0,""R3"":2,""R4"":0,""B1"":0,""B2"":0,""B3"":0,""B4"":0}",8,0,0,none,0,,0.0s,b'Intook during auto but stopped. A stop possibly pressed. Did lots of bulldozing (at least 3-4 times). Shooting was very consistent but slow.'
AyanI,6,2689,2,"[{""x"":139,""y"":192,""t"":1747997372},{""x"":103,""y"":199,""t"":1747997436},{""x"":124,""y"":198,""t"":1747997436},{""x"":102,""y"":208,""t"":1747997437}]","{""R1"":0,""R2"":3,""R3"":1,""R4"":0,""B1"":0,""B2"":0,""B3"":0,""B4"":0}",6,0,1,"233,467",0,,2.3s,"b'Good accuracy, climb fast, intake good, pretty good in terms of climb and shooting.'"
CharlieK,6,2714,0,,,0,0,0,none,0,,0.0s,"b""While they didn't shoot, they primarily pushed fuel across the trench to the alliance for other alliance members to shoot. Did really good at that. Didn't seem to intake too well, also did not see too much shooting if any at all."""
VidhuG,7,436,0,"[{""x"":667,""y"":285,""t"":1766686288},{""x"":675,""y"":311,""t"":1766686289},{""x"":648,""y"":283,""t"":1766686384},{""x"":668,""y"":303,""t"":1766686384},{""x"":668,""y"":291,""t"":1766686384},{""x"":673,""y"":311,""t"":1766686384},{""x"":654,""y"":290,""t"":1766686385},{""x"":664,""y"":310,""t"":1766686386},{""x"":660,""y"":299,""t"":1766686386},{""x"":667,""y"":316,""t"":1766686386},{""x"":661,""y"":306,""t"":1766686386}]","{""R1"":0,""R2"":0,""R3"":0,""R4"":0,""B1"":0,""B2"":0,""B3"":9,""B4"":6}",9,0,0,none,0,,0.0s,b'disabled in the end'
MichaelW,7,5103,0,"[{""x"":706,""y"":199,""t"":1772818746},{""x"":693,""y"":199,""t"":1772818747},{""x"":702,""y"":203,""t"":1772818747}]","{""R1"":0,""R2"":0,""R3"":0,""R4"":0,""B1"":0,""B2"":6,""B3"":3,""B4"":0}",8,0,0,none,0,,0.0s,"b'drove around, prone to jamming in the shooter'"
JeremiahX,7,2881,2,"[{""x"":694,""y"":164,""t"":1768385027},{""x"":667,""y"":132,""t"":1768385029}]","{""R1"":0,""R2"":0,""R3"":0,""R4"":0,""B1"":0,""B2"":2,""B3"":0,""B4"":0}",4,0,0,none,0,,0.0s,b''
EstherK,7,8749,0,"[{""x"":175,""y"":290,""t"":1766688170},{""x"":149,""y"":276,""t"":1766688171},{""x"":83,""y"":292,""t"":1766688205},{""x"":146,""y"":62,""t"":1766688215},{""x"":134,""y"":221,""t"":1766688223},{""x"":121,""y"":262,""t"":1766688241}]","{""R1"":1,""R2"":0,""R3"":5,""R4"":0,""B1"":0,""B2"":0,""B3"":0,""B4"":0}",15,3,0,none,0,,0.0s,"b'Balanced well between scoring, passing, and bulldozing. Shooting was fast and mostly consistent, but sometimes took a second or 2 to start shooting. Versatile in ability and was able to shoot in multiple locations on the field.'"
AyanI,7,6171,0,"[{""x"":186,""y"":168,""t"":1747997987}]","{""R1"":0,""R2"":1,""R3"":0,""R4"":0,""B1"":0,""B2"":0,""B3"":0,""B4"":0}",5,0,0,none,0,y,drive,0.0s,b'broken for most of match with basically no drive '
CharlieK,7,1296,0,"[{""x"":129,""y"":168,""t"":1772818568},{""x"":101,""y"":77,""t"":1772818569},{""x"":160,""y"":125,""t"":1772818637}]","{""R1"":1,""R2"":2,""R3"":0,""R4"":0,""B1"":0,""B2"":0,""B3"":0,""B4"":0}",3,0,0,none,0,y,They jammed their intake twice temporarily for like with balls stuck there,0.0s,"b""The intake mechanism is a tad scuffed, it jammed very easily and balls got stuck in between the roller and couldn't get out without some maneuvering on the field. Had this occur twice, once with 4 balls and another with 3 balls. Even one ball managed to get stuck in there intake. This caused them to basically shift to defense sort of, but they didn't play defense just go to the other side and hope they got it unstuck. """
VidhuG,8,624,0,[],"{""R1"":0,""R2"":0,""R3"":0,""R4"":0,""B1"":2,""B2"":0,""B3"":0,""B4"":0}",0,0,0,none,0,,0.0s,b'just providing good amount of fuel for human player- I think shooter is either broken or just not present.'
MichaelW,8,5503,5,,,0,0,0,none,2,,0.0s,"b""struggles to get over the bump, didn't shoot a single time, shoved fuel 3 times, shooter is underpowered\r\n"""
JeremiahX,8,2789,0,"[{""x"":700,""y"":124,""t"":1768385765},{""x"":726,""y"":74,""t"":1768385776}]","{""R1"":0,""R2"":0,""R3"":0,""R4"":0,""B1"":1,""B2"":1,""B3"":0,""B4"":0}",11,0,0,none,0,,0.0s,"b""Didn't move during auto, had aiming/shooting issues first half of teleop"""
AyanI,8,11178,3,"[{""x"":174,""y"":203,""t"":1747998689},{""x"":188,""y"":247,""t"":1747998715},{""x"":189,""y"":272,""t"":1747998729},{""x"":178,""y"":203,""t"":1747998747},{""x"":143,""y"":194,""t"":1747998773},{""x"":161,""y"":194,""t"":1747998820},{""x"":174,""y"":196,""t"":1747998829},{""x"":183,""y"":250,""t"":1747998836}]","{""R1"":0,""R2"":3,""R3"":5,""R4"":0,""B1"":0,""B2"":0,""B3"":0,""B4"":0}",4,0,0,none,0,,0.0s,"b""INSANE CONSItency in shooting, always hit the same spot in terms of the hub. THe intake was slow but it can consistenly get points. Consistency is this robot's big thing(except auto). """
CharlieK,8,9418,0,"[{""x"":181,""y"":156,""t"":1772819318},{""x"":157,""y"":198,""t"":1772819346},{""x"":155,""y"":174,""t"":1772819384}]","{""R1"":0,""R2"":3,""R3"":0,""R4"":0,""B1"":0,""B2"":0,""B3"":0,""B4"":0}",17,4,0,none,0,y,They just stopped and froze in place almost in the alliance zone and stayed there until the end of the match,0.0s,b'Did solid with shooting. Had a fair share of misses with some getting in. Towards the end of the match though with like 20 seconds left they went over to the alliance zone and just like stopped in place. Idk why. They did pretty good with passing though and passed a lot of balls from netural zone to their alliance zone.'
EstherK,8,6672,0,"[{""x"":137,""y"":268,""t"":1766689094}]","{""R1"":0,""R2"":0,""R3"":1,""R4"":0,""B1"":0,""B2"":0,""B3"":0,""B4"":0}",5,0,y,0,none,0,,0.0s,b'Lots of bulldozing- super effective and efficient. Played a little defense and took some fuel from the blue alliance. Possibly had trouble shooting. Had fuel in the intake but never shot until the final seconds (undershot all 5). '
MichaelW,9,10518,0,,,0,0,0,none,0,y,"electrical failure? RSP was flashing up and down a bunch, eventually disabled",0.0s,"b'tried to move back and forth, something seems wrong with their swerve modules and electrical.'"
VidhuG,9,3240,0,,,0,0,y,1,none,0,,0.0s,b'played defense for almost the whole match'
JeremiahX,9,6526,2,"[{""x"":705,""y"":197,""t"":1768386174},{""x"":702,""y"":90,""t"":1768386302}]","{""R1"":0,""R2"":0,""R3"":0,""R4"":0,""B1"":1,""B2"":1,""B3"":0,""B4"":0}",13,0,0,none,0,,0.0s,b''
AyanI,9,9080,0,"[{""x"":130,""y"":101,""t"":1747999362},{""x"":103,""y"":94,""t"":1747999377},{""x"":143,""y"":124,""t"":1747999399}]","{""R1"":1,""R2"":2,""R3"":0,""R4"":0,""B1"":0,""B2"":0,""B3"":0,""B4"":0}",10,0,0,none,0,,0.0s,"b'Robot shoots all uel at once. inaccurate, and reckless. It hits hard and intake is slow.'"
EstherK,9,2687,12,"[{""x"":97,""y"":290,""t"":1766689576},{""x"":197,""y"":349,""t"":1766689582},{""x"":200,""y"":346,""t"":1766689583},{""x"":200,""y"":346,""t"":1766689583},{""x"":99,""y"":291,""t"":1766689585},{""x"":122,""y"":334,""t"":1766689586},{""x"":134,""y"":299,""t"":1766689587},{""x"":102,""y"":274,""t"":1766689590}]","{""R1"":0,""R2"":0,""R3"":4,""R4"":4,""B1"":0,""B2"":0,""B3"":0,""B4"":0}",11,0,0,none,0,,0.0s,b'Super consistent shooting. Sometimes did a test shoot of 2 fuel to check alignment before shooting all of their fuel. Did some bulldozing'
CharlieK,9,7125,0,,,0,2,0,none,0,,0.0s,"b""Very very tippable. I'm surprised it did not get beached or fall over. Every 5 seconds it felt like it wobbled or rocked and was not fully on the ground. Unsure of whether it is driver error or just the robot, but seemed very prone to falling. Had decent ish shooting and passing, not many balls flowing from it to the alliance zone though."""
YangFanC,11,5986,0,,,0,0,y,0,none,0,y,got stuck on ramp,0.0s,b''
MaryK,11,2714,11,"[{""x"":695,""y"":206,""t"":1768390965},{""x"":706,""y"":63,""t"":1768391027},{""x"":625,""y"":134,""t"":1768391073}]","{""R1"":0,""R2"":0,""R3"":0,""R4"":0,""B1"":1,""B2"":1,""B3"":1,""B4"":0}",14,3,0,none,0,got stuck on bump twice,0.0s,b'Sprayed fuel at one point with some going outside the field'
Katherine,11,2728,0,"[{""x"":621,""y"":151,""t"":1772824681},{""x"":641,""y"":273,""t"":1772824752},{""x"":672,""y"":314,""t"":1772824781},{""x"":677,""y"":282,""t"":1772824816}]","{""R1"":0,""R2"":0,""R3"":0,""R4"":0,""B1"":0,""B2"":1,""B3"":2,""B4"":1}",22,0,0,none,0,,0.0s,b'got stuck on the bump'
SethS,11,4610,0,,,2,0,0,none,0,y,Their shooter jammed,0.0s,"b""I missed a good portion of the match due to computer signing out. Didn't make any shots that I saw, as their shooter was just nudging them out of the root"""
SeunghoL,11,9121,0,,,0,0,1,none,0,,0.0s,b'This robot did not score at all and spent the match moving around. They crossed into the opposing alliance one time.'
RiderG,11,2468,4,"[{""x"":136,""y"":296,""t"":1748004132},{""x"":175,""y"":127,""t"":1748004146},{""x"":181,""y"":136,""t"":1748004158},{""x"":133,""y"":300,""t"":1748004173}]","{""R1"":0,""R2"":2,""R3"":2,""R4"":0,""B1"":0,""B2"":0,""B3"":0,""B4"":0}",27,1,0,none,0,,0.0s,b''
YangFanC,12,9506,0,"[{""x"":636,""y"":190,""t"":1766693033},{""x"":639,""y"":214,""t"":1766693035},{""x"":646,""y"":214,""t"":1766693036},{""x"":637,""y"":181,""t"":1766693051},{""x"":639,""y"":175,""t"":1766693051},{""x"":638,""y"":169,""t"":1766693051},{""x"":644,""y"":150,""t"":1766693052},{""x"":667,""y"":136,""t"":1766693094},{""x"":687,""y"":148,""t"":1766693094},{""x"":691,""y"":163,""t"":1766693095},{""x"":677,""y"":154,""t"":1766693095},{""x"":661,""y"":133,""t"":1766693095},{""x"":668,""y"":135,""t"":1766693095},{""x"":693,""y"":159,""t"":1766693095},{""x"":680,""y"":143,""t"":1766693096}]","{""R1"":0,""R2"":0,""R3"":0,""R4"":0,""B1"":0,""B2"":13,""B3"":2,""B4"":0}",18,0,0,none,0,,0.0s,"b'moved a little bit in auto, top has tendency to get stuck on the trench. Some feeding issues with shooter, maybe a lot of dead zones.'"
Katherine,12,624,1,"[{""x"":726,""y"":67,""t"":1772825318},{""x"":639,""y"":81,""t"":1772825325},{""x"":653,""y"":335,""t"":1772825348},{""x"":697,""y"":277,""t"":1772825385},{""x"":689,""y"":338,""t"":1772825408},{""x"":718,""y"":325,""t"":1772825439},{""x"":647,""y"":256,""t"":1772825460}]","{""R1"":0,""R2"":0,""R3"":0,""R4"":0,""B1"":4,""B2"":0,""B3"":2,""B4"":3}",23,2,0,none,0,,0.0s,b''
SethS,12,9080,0,,,0,0,0,none,0,,0.0s,"b""They just shoveled fuel onto their side the entire game. Looked like they maybe wanted to climb a the end but didn't get there in time."""
MaryK,12,6171,0,,,3,0,y,1,none,0,,0.0s,"b""intake and shooter look broken\r\ndidn't move in auto\r\nshot fuel outside of fuel in first seconds of teleop"""
SamarthB,12,9418,0,"[{""x"":190,""y"":111,""t"":1772825361},{""x"":176,""y"":165,""t"":1772825407},{""x"":152,""y"":158,""t"":1772825414},{""x"":115,""y"":126,""t"":1772825425},{""x"":165,""y"":224,""t"":1772825450}]","{""R1"":0,""R2"":4,""R3"":1,""R4"":0,""B1"":0,""B2"":0,""B3"":0,""B4"":0}",17,6,0,none,0,,0.0s,b'The robot passes very well and consistently pushes fuel through the trench. They intake from the back of their alliance zone and shoot fuel when they are close to the hub. Overall a reliable robot that passes well.'
RiderG,12,1296,3,"[{""x"":123,""y"":320,""t"":1748004858},{""x"":130,""y"":205,""t"":1748004874},{""x"":191,""y"":159,""t"":1748004875}]","{""R1"":0,""R2"":1,""R3"":1,""R4"":1,""B1"":0,""B2"":0,""B3"":0,""B4"":0}",6,0,0,none,0,,0.0s,b'Never went past the red hub only stayed in their own zone'
YangFanC,13,8769,0,,,20,0,0,none,0,,0.0s,"b'Trench bot, some shooter feeding issues, kind of sluggish, very slow rate of fire. '"
Katherine,13,8749,10,"[{""x"":627,""y"":144,""t"":1772825954}]","{""R1"":0,""R2"":0,""R3"":0,""R4"":0,""B1"":0,""B2"":1,""B3"":0,""B4"":0}",0,3,0,none,0,,0.0s,"b'stuck on bump twice, only attempt to shoot happened in auto'"
MaryK,13,3240,0,,,1,0,0,none,0,y,having trouble driving,0.0s,"b""used A-stop ubtton\r\nbeached on bump\r\ndidn't drive... looks like half of the wheels weren't working\r\n\r\n"""
SethS,13,10014,6,,,35,1,0,"307,458",0,,3.5s,"b'Did a little bit of shoveling, shot a bunch of balls just straight up.'"
RiderG,13,7125,0,,,0,0,0,none,0,y,Couldn't properly store fuel and i dont think it could shoot,0.0s,"b""Didn't do much kinda just drove around, i think they could hve been pushing fuel to human player"""
SamarthB,13,2689,1,y,"[{""x"":135,""y"":215,""t"":1772826007},{""x"":106,""y"":211,""t"":1772826043},{""x"":131,""y"":200,""t"":1772826068}]","{""R1"":0,""R2"":1,""R3"":2,""R4"":0,""B1"":0,""B2"":0,""B3"":0,""B4"":0}",9,0,0,,0,,y,0.0s,"b""Impressive auto climb. The robot got stick on the corner of the bump for a little, but I think that's because of the drivers ability. """
MaryK,14,4610,0,,,0,0,0,none,0,,0.0s,b'shooter having issues\r\npushing fuel onto their side through trench'
YangFanC,14,2728,0,"[{""x"":631,""y"":252,""t"":1766694383},{""x"":632,""y"":251,""t"":1766694384},{""x"":633,""y"":249,""t"":1766694384}]","{""R1"":0,""R2"":0,""R3"":0,""R4"":0,""B1"":0,""B2"":0,""B3"":3,""B4"":0}",5,0,y,1,none,0,,0.0s,b'2 shots in during auto. Intake stopped working at certain points.'
Katherine,14,6526,0,"[{""x"":666,""y"":201,""t"":1772826534},{""x"":710,""y"":351,""t"":1772826589},{""x"":702,""y"":270,""t"":1772826596},{""x"":638,""y"":317,""t"":1772826607},{""x"":681,""y"":315,""t"":1772826639},{""x"":714,""y"":325,""t"":1772826657},{""x"":674,""y"":343,""t"":1772826664},{""x"":694,""y"":329,""t"":1772826676},{""x"":677,""y"":301,""t"":1772826688}]","{""R1"":0,""R2"":0,""R3"":0,""R4"":0,""B1"":0,""B2"":0,""B3"":2,""B4"":7}",53,0,0,none,0,,0.0s,b'every time they shot they missed at least one ball the height on them shooting was too low'
SethS,14,11178,2,"[{""x"":173,""y"":148,""t"":1766696296},{""x"":167,""y"":153,""t"":1766696298},{""x"":170,""y"":147,""t"":1766696298},{""x"":170,""y"":147,""t"":1766696299},{""x"":170,""y"":147,""t"":1766696299},{""x"":170,""y"":147,""t"":1766696299}]","{""R1"":0,""R2"":6,""R3"":0,""R4"":0,""B1"":0,""B2"":0,""B3"":0,""B4"":0}",11,0,0,none,0,,0.0s,b'Some of the shots went right in but a bunch just bubbled out of the shooter or just went straight up.'
RiderG,14,418,0,"[{""x"":119,""y"":241,""t"":1748005923},{""x"":112,""y"":194,""t"":1748005943},{""x"":154,""y"":245,""t"":1748005954},{""x"":133,""y"":243,""t"":1748005987},{""x"":138,""y"":247,""t"":1748006001}]","{""R1"":0,""R2"":1,""R3"":4,""R4"":0,""B1"":0,""B2"":0,""B3"":0,""B4"":0}",3,0,0,none,0,,0.0s,b'Got stuck on the bump at the end'
SamarthB,14,5103,0,"[{""x"":197,""y"":102,""t"":1772826630}]","{""R1"":0,""R2"":1,""R3"":0,""R4"":0,""B1"":0,""B2"":0,""B3"":0,""B4"":0}",2,1,0,none,0,,0.0s,"b'The robot has potential but it did not perform well. It consistently got stick on parts of the bump, and it intakes well but barely shot fuel for some reason.'"
Katherine,15,148,2,"[{""x"":609,""y"":354,""t"":1772827102},{""x"":620,""y"":351,""t"":1772827114},{""x"":635,""y"":353,""t"":1772827151},{""x"":724,""y"":348,""t"":1772827159},{""x"":611,""y"":351,""t"":1772827166},{""x"":635,""y"":349,""t"":1772827203},{""x"":731,""y"":348,""t"":1772827212},{""x"":617,""y"":352,""t"":1772827224},{""x"":730,""y"":354,""t"":1772827231},{""x"":608,""y"":346,""t"":1772827243},{""x"":619,""y"":357,""t"":1772827252}]","{""R1"":0,""R2"":0,""R3"":0,""R4"":0,""B1"":0,""B2"":0,""B3"":0,""B4"":11}",22,0,0,none,0,,0.0s,b''
YangFanC,15,2468,0,"[{""x"":611,""y"":304,""t"":1766694901},{""x"":613,""y"":314,""t"":1766694902},{""x"":608,""y"":323,""t"":1766694902},{""x"":605,""y"":317,""t"":1766694902},{""x"":606,""y"":316,""t"":1766694902},{""x"":607,""y"":314,""t"":1766694902},{""x"":606,""y"":314,""t"":1766694902},{""x"":605,""y"":315,""t"":1766694903},{""x"":605,""y"":319,""t"":1766694903},{""x"":606,""y"":317,""t"":1766694903},{""x"":606,""y"":317,""t"":1766694903},{""x"":609,""y"":311,""t"":1766694903}]","{""R1"":0,""R2"":0,""R3"":0,""R4"":0,""B1"":0,""B2"":0,""B3"":0,""B4"":12}",7,0,0,none,0,,0.0s,"b'trench bot with decently high capacity, basically never misses, turreted, consistent cycles.'"
MaryK,15,2714,0,,,4,0,0,none,0,,0.0s,b'shooter not working\r\nwhole match just tried to shove fuel to their side'
RiderG,15,436,0,,,17,0,0,none,0,y,Shooter,0.0s,b'Bulldozed a lot of fuel into red zone and to human player'
SamarthB,15,5503,0,"[{""x"":182,""y"":132,""t"":1772827171}]","{""R1"":0,""R2"":1,""R3"":0,""R4"":0,""B1"":0,""B2"":0,""B3"":0,""B4"":0}",1,1,0,none,0,,0.0s,"b""The driving skill wasn't the greatest--- the robot did not really do anything... even though it could intake"""
SethS,15,2687,3,"[{""x"":181,""y"":92,""t"":1766696828},{""x"":159,""y"":142,""t"":1766696829},{""x"":149,""y"":146,""t"":1766696830},{""x"":149,""y"":146,""t"":1766696830},{""x"":68,""y"":164,""t"":1766696832},{""x"":171,""y"":85,""t"":1766696834}]","{""R1"":2,""R2"":4,""R3"":0,""R4"":0,""B1"":0,""B2"":0,""B3"":0,""B4"":0}",9,0,y,1,none,0,,0.0s,"b'Sometimes overshot balls, but had pretty consistent scoring overall. '"
